EnstID	Gene	MIS	LOF	Silent	Total
ENST00000389282	WIZ	76	1	23	100
ENST00000382730	NKD2	5	1	3	9
ENST00000370646	HOGA1	28	4	9	42
ENST00000395934	ELP4	32	7	21	61
ENST00000341276	ENO4	9	3	2	16
ENST00000262462	SLC27A6	134	11	35	185
ENST00000262461	SLC12A2	104	15	38	165
ENST00000262460	GINS1	15	11	5	35
ENST00000262467	NLRP1	137	17	55	213
ENST00000262464	FBN2	465	42	147	681
NM_002094.1	GSPT1	33	1	16	54
ENST00000349064	ACCN3	54	6	26	90
NM_207378.1	SERPINA13	33	0	16	49
ENST00000428290	ZNF253	43	9	13	71
ENST00000344577	LIPI	119	12	27	164
ENST00000428293	AMPH	60	4	25	94
ENST00000355810	ART3	16	2	5	24
ENST00000355815	SREBF1	79	1	26	110
ENST00000426521	SLC25A15	29	1	7	41
ENST00000355819	CLEC9A	39	4	14	59
NM_007266.1	GPN1	29	3	8	41
ENST00000417307_v68	CTXN2	3	0	1	4
ENST00000300433	TMEM92	12	3	5	20
ENST00000300432	PIP5KL1	26	0	8	34
ENST00000321660	GJD4	37	0	16	53
ENST00000220003	CSK	41	5	21	68
ENST00000309710	CARD14	36	5	16	61
ENST00000262288	SCPEP1	36	3	17	58
ENST00000457159	RAB11FIP3	14	2	17	35
ENST00000301522	PRDX2	20	1	5	27
ENST00000301529	OR8J3	124	4	45	174
ENST00000264708	POMC	42	3	15	61
ENST00000426295	CD300E	43	3	13	59
ENST00000264703	FNDC4	20	4	10	34
ENST00000360271	UAP1L1	28	0	9	38
ENST00000428443	SESTD1	76	11	14	103
ENST00000451442_v70	APMAP	1	0	2	3
ENST00000340652	VWC2	37	3	17	57
ENST00000340650	NHLRC1	41	6	18	65
ENST00000318560	ABL1	1565	19	57	1656
ENST00000318561	SFTPC	19	0	7	32
ENST00000318562	EPS8L2	38	11	26	75
ENST00000426633	TAPBP	23	1	13	39
ENST00000537663	RNF182	46	5	19	71
ENST00000537664	FAM120B	34	1	14	50
ENST00000370323	MAGEA10	92	7	35	134
ENST00000451873	INPP5A	3	2	0	6
ENST00000343106	UBE2D3	14	1	4	19
ENST00000306176	ZPLD1	108	10	37	159
ENST00000306177	USP42	77	5	24	109
ENST00000371671	RABL6	9	1	7	17
ENST00000239938	EGR1	46	8	22	78
ENST00000330087	PRAMEF15	16	0	5	21
ENST00000336873	HPS4	70	4	31	107
ENST00000379084	FAM219A	4	0	3	8
ENST00000302874	ZCCHC4	37	4	11	55
ENST00000290186	C21orf62	17	1	3	21
ENST00000457847	FKTN	1	0	1	3
ENST00000422992	TAS2R46	43	1	25	74
ENST00000598878	METTL6	4	0	1	5
ENST00000549982	MRPL42	11	0	3	19
ENST00000549981	TPK1	5	1	5	11
ENST00000005257	RALA	25	9	4	43
ENST00000322315	GIPC3	32	4	14	50
ENST00000270560	TM4SF5	23	1	22	48
ENST00000252622_v68	LSM7	1	1	1	3
ENST00000322310	SSNA1	6	2	5	15
ENST00000497658	PHC3	5	0	1	6
ENST00000291582	AIRE	55	0	32	92
ENST00000377733	HIST1H2BI	29	1	10	40
ENST00000333572	WDR27	86	10	37	138
ENST00000377734	KRTAP4-9	70	2	16	101
ENST00000425175	SLC4A4	146	9	46	209
ENST00000429306	DCDC5	39	3	27	72
ENST00000370109	DPH5	18	3	9	31
ENST00000337050	MKS1	53	4	21	83
ENST00000338081	DCX	112	8	28	152
ENST00000399976	USP16	66	7	16	90
ENST00000338086	PUM2	92	9	23	134
ENST00000402249	PIK3IP1	4	0	3	8
NM_014720	SLK	7	1	3	11
ENST00000302125	RP11-1280I22.1	12	4	2	18
ENST00000302124	OR8I2	103	16	58	178
ENST00000233099	HEATR5B	165	28	58	262
ENST00000494664	TIMMDC1	31	4	7	44
ENST00000329020	PLB1	21	0	13	36
NM_003315.1	DNAJC7	29	5	13	49
ENST00000338555	SCNN1D	34	5	19	60
ENST00000289630	PCDHA6	226	3	121	350
ENST00000362042	NFE2L1	55	10	35	103
ENST00000285599	MAN2B2	110	3	39	157
ENST00000362045	ENSG00000198694	2	0	0	2
ENST00000298251	HEPACAM	63	9	26	99
ENST00000332629	WDR53	35	2	8	45
ENST00000332624	TRAK2	71	11	17	101
ENST00000376460	DOCK9	116	12	52	194
ENST00000376463	TLE1	4	0	1	5
ENST00000376468	NPPB	28	2	7	38
ENST00000394359	TBC1D3	7	0	2	9
ENST00000394358	SH3TC2	91	3	24	119
ENST00000366746	MRPL55	21	2	4	27
ENST00000394351	MITF	60	9	26	100
ENST00000285046	FGD5	165	5	83	254
ENST00000329410	C16orf54	18	2	7	27
ENST00000456009	CCDC144A	20	3	15	39
ENST00000539217	LZTFL1	19	2	3	30
ENST00000456004	STK32C	2	0	2	4
ENST00000330701	ZFP41	25	2	17	46
ENST00000416429	ZNF232	0	0	1	1
ENST00000259631	CCL27	11	0	2	13
ENST00000259632	DCTN3	9	0	6	17
ENST00000372617	GLRA4	50	6	11	71
ENST00000493471	PSMB5	11	1	5	17
ENST00000503787	GPX8	18	1	3	22
ENST00000319416	C1orf49	35	0	8	44
ENST00000478722	GPHN	92	11	18	126
ENST00000319410	KARS	42	3	13	59
ENST00000295465	ANTXR2	14	0	4	20
ENST00000295461	NIPAL1	38	4	14	57
ENST00000295463	ALPI	75	6	39	123
ENST00000306928	NTSR2	61	2	21	85
ENST00000317951_v70	NKPD1	29	4	12	47
ENST00000292114	TMEM199	15	1	14	32
ENST00000278359	APIP	11	1	3	17
ENST00000278353	HSD17B12	29	2	13	45
ENST00000310164	ZCCHC12	64	5	19	89
ENST00000240691	TAS2R9	43	4	14	61
ENST00000533353	ARHGAP20	39	1	16	56
ENST00000281741	TXNDC16	58	8	21	98
ENST00000329015_v68	C21orf128	7	2	9	18
ENST00000360358	OR2W3	109	10	55	180
ENST00000360359	ANKS1A	90	5	45	146
ENST00000284719	OLA1	35	2	13	52
ENST00000360351	MAP2	297	37	103	440
ENST00000360356	PARP9	85	5	33	125
ENST00000370927	ENOX2	63	7	18	96
ENST00000370924	PTGER3	52	2	25	80
ENST00000370920	ZRANB2	30	5	12	49
ENST00000477973_v68	RYBP	11	0	3	19
ENST00000375341	ALDH4A1	39	8	31	79
ENST00000423103	ZIM2	505	31	137	678
ENST00000252463	ZSCAN10	79	4	43	126
ENST00000375344	HIATL1	31	3	11	46
ENST00000375349	DOM3Z	28	2	6	37
ENST00000327268	SLC16A6	50	8	29	89
ENST00000255858	SEC14L4	54	6	30	92
ENST00000344586	NKX2-3	25	0	6	32
ENST00000485403	ERCC2	41	1	11	56
ENST00000305364	TRIM35	45	2	20	67
ENST00000305366	TM4SF1	21	0	3	25
ENST00000305363	TMPRSS11E	56	3	17	78
NM_016291.1	IP6K2	31	3	12	48
ENST00000472091	ERVFRD-1	41	6	20	67
ENST00000231061	SPARC	40	2	9	52
ENST00000508582	RTEL1	43	1	28	75
ENST00000243347	TNFAIP6	48	61	15	125
ENST00000243346	NMI	19	5	9	33
ENST00000243344	TTC21B	132	13	43	198
ENST00000512055	CPNE4	108	8	25	148
ENST00000243349	ACVR1C	83	12	32	131
ENST00000434704	DLX3	38	3	16	57
ENST00000444143_v68	NBPF6	4	1	6	11
ENST00000296343	KIAA0226	76	4	31	112
ENST00000417257	FRMD5	55	1	11	69
ENST00000544262	ARHGAP25	19	0	9	28
ENST00000297438	OSGIN2	56	2	16	77
ENST00000297439	DEFB1	9	1	0	10
ENST00000241274	SLITRK3	262	16	97	375
ENST00000297436	DEFA6	15	0	7	23
ENST00000297431	ORC5	25	6	14	49
ENST00000436639	SESN1	31	4	10	49
ENST00000545799	DGCR2	12	1	1	18
ENST00000275184	RNF217	13	2	1	16
ENST00000275189	ARHGAP18	54	9	14	80
ENST00000436636	TNIK	337	46	107	506
ENST00000286719	PPEF2	120	13	46	185
ENST00000253339	LATS1	125	22	34	184
ENST00000286713	STOM	22	1	7	30
ENST00000537309	STH	9	2	7	18
ENST00000324794	PIAS2	51	7	8	67
ENST00000217305	PDYN	91	4	20	117
ENST00000397076	SLC17A4	12	0	10	22
ENST00000375835	SHC3	77	5	24	109
ENST00000375832	LY6G6F	33	0	11	46
ENST00000375830	SHC3	6	0	1	7
ENST00000320956	ENSG00000180518	3	0	0	3
ENST00000320954	CRTAP	20	2	11	34
ENST00000320955	SPTBN5	209	23	71	309
NM_181572.2	RGSL1	37	5	15	59
ENST00000374126	ZNF618	71	9	43	124
ENST00000374127	PGBD3	59	4	9	72
ENST00000358708	ENSG00000197149	1	0	0	1
ENST00000398214	CD200R1L	45	3	26	77
ENST00000398215	CRYBB2	33	0	10	43
ENST00000398212	C6orf170	135	24	49	221
ENST00000358701	QSOX2	65	5	28	100
ENST00000358704	ZNF238	95	21	32	150
ENST00000398219	MRPL37	1	0	1	2
ENST00000392514	RPLP0	29	1	10	41
ENST00000392519	TMEM121	12	1	4	18
ENST00000440289	PTPRJ	34	1	7	42
ENST00000254029	WDR44	104	11	28	152
ENST00000438146	RBFOX2	21	2	10	34
ENST00000540563	ARSE	24	0	13	37
NM_000670.3	ADH4	47	2	10	60
ENST00000312006	GAL3ST3	56	2	48	106
ENST00000527815	AIM1L	47	7	18	75
ENST00000446125	DCT	78	9	23	113
ENST00000229340	RAB35	15	1	3	20
ENST00000190611	OSBPL6	118	13	36	179
ENST00000026218	PIGQ	71	2	29	106
ENST00000402597	ERBB4	189	18	43	261
ENST00000402590	GAGE2E	15	0	4	22
ENST00000397929	NETO1	43	8	5	59
ENST00000397928	TRPM2	216	17	132	374
ENST00000419249	AGRN	1	0	0	1
ENST00000373365	GLO1	11	1	7	20
ENST00000373367	ZDHHC15	73	4	12	96
ENST00000373366	GJB3	38	3	19	61
ENST00000377479	SLC45A1	21	3	29	55
ENST00000389916	KIF19	118	6	61	194
ENST00000282633	FAM21A	36	1	20	59
ENST00000389912	COX16	11	2	0	14
ENST00000325110	HMGCS1	34	3	12	50
ENST00000325113	ODF3	19	3	15	38
ENST00000425232	C5orf42	243	31	68	354
ENST00000377474	KCTD12	10	1	6	18
ENST00000377477	ANKRD20A1	43	3	13	60
ENST00000356684	Q8TAF5	3	0	0	3
ENST00000265403_v61	UGT2B10	89	9	27	130
ENST00000315050	TNIP1	53	7	17	80
ENST00000400992	RHBG	39	4	29	72
ENST00000395562	CHAT	72	6	39	123
ENST00000395565	MDK	4	1	4	9
ENST00000395568	PPHLN1	47	5	14	69
ENST00000524391	KCNV1	124	7	37	169
ENST00000562360	BRICD5	12	0	6	19
NM_207429.2	C11orf92	4	1	4	9
ENST00000368615	LRRC27	32	1	10	43
ENST00000400664	KLHDC7A	114	7	51	172
ENST00000204615	THPO	56	0	11	67
ENST00000252854	OLFM1	69	3	18	91
ENST00000257829	NAT10	88	8	30	133
ENST00000315938	GDPD4	57	5	19	85
ENST00000445478	JMJD6	30	2	9	43
ENST00000405010	HDAC9	101	12	51	165
ENST00000255087	MTL5	51	4	15	71
ENST00000255082	ACY3	34	1	14	51
ENST00000440449	ST8SIA6	1	0	1	2
ENST00000368533	TPM3	17	2	7	26
ENST00000295709	STK36	147	9	27	185
ENST00000295704	RNF25	45	8	11	68
ENST00000310336	NBEA	387	62	118	584
ENST00000310331	EIF4EBP3	8	1	2	13
ENST00000442170	FBLN1	48	5	20	74
ENST00000442173	DOCK9	16	1	11	33
ENST00000380183	ALOX15B	62	2	43	109
ENST00000380180	PDLIM5	18	2	5	27
ENST00000521764	NACA2	39	6	9	54
ENST00000292596	LTC4S	2	0	1	4
ENST00000380184	UBQLNL	90	7	31	128
ENST00000529574	PPM1A	49	2	13	66
ENST00000262919	ATRN	116	14	32	174
ENST00000360422	OPRM1	77	3	28	111
ENST00000368977	LACE1	29	7	9	46
ENST00000360423	SULT1A4	4	0	6	10
ENST00000256194	MICAL2	125	11	40	182
ENST00000381854	CDC37L1	20	1	8	31
ENST00000256190	SBF2	175	13	39	233
ENST00000522495	IDO1	52	5	19	79
ENST00000372055	VEGFA	23	4	11	42
ENST00000361837	C16orf59	20	2	13	37
ENST00000361835	FCRL5	186	10	83	289
ENST00000361833	ASTN1	360	21	151	541
ENST00000361830	STX16	20	1	4	27
ENST00000411504	LRRC48	33	0	11	44
ENST00000396761	ATG9A	64	4	26	96
ENST00000380456	RGL3	64	8	21	97
ENST00000380450	SHBG	24	5	12	42
ENST00000339591	ITGB4	87	7	56	155
ENST00000335633	LCE3B	12	1	4	17
ENST00000339594	BAZ1B	157	14	47	223
ENST00000339598	OTOF	160	15	76	258
ENST00000315869	TFE3	41	11	12	67
ENST00000599516	COL4A2-AS2	8	0	1	10
ENST00000381589	TNNT3	26	2	23	52
ENST00000175756	PTPN18	39	1	13	59
ENST00000381584	ZMYND11	42	5	14	63
ENST00000381585	C2orf50	11	0	7	19
ENST00000296099	UCN	5	0	1	6
ENST00000367439	GLRX2	0	0	2	2
ENST00000216799	FAM158A	16	1	2	19
ENST00000216177	PNPLA5	50	10	17	77
ENST00000339042	DUSP21	35	0	18	53
ENST00000317647	NOSTRIN	34	8	11	56
ENST00000317643	SIGLEC7	94	7	29	132
ENST00000446465	TMEM22	29	17	15	62
ENST00000446461	IQCF5	9	3	1	13
NM_002760	PRKY	6	0	4	10
ENST00000360016	BRD4	26	2	16	44
ENST00000360013	KALRN	401	35	144	596
ENST00000381322	CLOCK	65	29	12	111
ENST00000381323	FAM49A	58	9	25	99
ENST00000261751	CHRNB4	80	3	30	113
ENST00000261755	FAH	32	2	28	66
ENST00000389131	LOXL2	110	6	50	168
ENST00000491285_v68	WI2-3658N16.1	5	0	0	13
ENST00000369732	OVGP1	112	13	39	181
ENST00000267752	ENSG00000140209	0	0	1	1
ENST00000267750	TMEM85	12	0	3	16
ENST00000210633	SEMA4G	67	6	23	96
ENST00000244766	NRN1	21	0	13	36
ENST00000244763	SSR1	22	2	5	32
ENST00000334270	TTF1	89	16	28	134
ENST00000344356	C1orf52	8	0	0	8
ENST00000244769	ATXN1	177	11	48	245
ENST00000334274	TCP11L1	37	1	17	55
ENST00000355233	PTPRD	311	24	94	439
ENST00000433197	ERN1	130	11	63	214
ENST00000355235	TBC1D9B	101	6	53	163
ENST00000219919	AQP9	50	1	16	69
ENST00000225992	PPY	11	1	2	14
ENST00000355238	SYNCRIP	18	3	4	25
ENST00000338711	ENSG00000164845	13	2	6	21
ENST00000457731	EFCAB8	1	0	0	3
ENST00000601761	SLC1A6	5	0	7	12
ENST00000452929	KLC1	36	5	16	62
ENST00000504238	ABLIM3	19	3	11	35
ENST00000260408	ADAM10	66	5	18	94
ENST00000260403	TMEM62	50	2	12	68
ENST00000260402	PLCB2	196	12	105	327
ENST00000316068	MCM9	38	4	12	54
ENST00000313019	SHOX2	35	5	8	52
ENST00000228820	PARP11	38	5	11	54
ENST00000228825	ARPC3	9	0	3	12
ENST00000313010	PRCP	47	5	9	61
ENST00000228827	GPN3	19	4	8	31
ENST00000318308	ZC3H14	17	2	5	24
ENST00000272452	SULT1C4	45	5	15	66
ENST00000318304	PPFIBP1	86	9	36	138
ENST00000378800	CCL19	4	1	2	7
ENST00000378803	CDKL4	9	2	2	13
ENST00000378802	CYP4V2	46	9	15	75
ENST00000357236	DZANK1	18	1	10	30
ENST00000451290	BNC2	6	0	4	10
ENST00000520407	NRG1	46	5	13	65
ENST00000263270	AP2S1	2	0	14	18
ENST00000263273	NUCB1	49	5	16	70
ENST00000263275	OPA3	15	1	10	26
ENST00000263274	LIG1	139	7	52	199
ENST00000263277	EHD2	57	6	45	109
ENST00000263278	HSD17B14	21	1	18	41
ENST00000357232	DCHS2	461	51	173	693
ENST00000262580	GSDMD	34	3	18	55
ENST00000315087	ST8SIA5	60	4	39	104
ENST00000382949	GOLGA8G	9	0	2	14
ENST00000262585	DENND3	160	11	62	239
ENST00000315082	RHOT2	34	1	38	75
ENST00000336654	CDK20	22	3	12	40
ENST00000336655	TMEM217	29	2	9	40
ENST00000315089	FGGY	51	8	21	84
ENST00000238651	ACOT2	40	1	10	51
ENST00000332541	MALAT1	4	0	3	7
ENST00000263182	BBOX1	48	3	16	70
ENST00000263181	KIF18A	89	8	33	134
ENST00000263187	MSH4	148	18	33	207
ENST00000383096	C18orf34	164	20	37	232
ENST00000552561	TMEM106C	28	1	8	42
ENST00000313899	HNRNPD	19	6	5	31
ENST00000314689	OR4A13P	20	0	3	23
ENST00000314686	ZNF619	46	10	15	71
NM_024114.2	TRIM48	97	2	16	120
ENST00000274852	Q9UJN8	1	0	0	1
ENST00000427043	CASP14	50	4	18	75
ENST00000308677	PRKACA	47	3	15	69
ENST00000314357	DEFB103B	2	0	0	2
ENST00000314355	CKS2	5	0	0	5
ENST00000314358	KDM3B	184	22	54	263
ENST00000331380	HIST2H2AC	38	5	47	91
ENST00000319550	NT5DC1	27	4	5	39
ENST00000300086	TERF2IP	28	2	3	36
ENST00000300087	DCTN5	24	1	7	34
ENST00000380846	AREGB	1	0	0	1
ENST00000380842	POMP	17	0	3	22
ENST00000380843	IDH3B	27	2	8	41
ENST00000262633	RBM42	53	3	14	72
ENST00000262631	SCN1B	25	0	11	37
ENST00000262637	OVOL3	4	0	2	6
ENST00000367893	LMX1A	92	9	49	153
ENST00000342179	DPY19L3	73	3	29	108
ENST00000370498	SPANXN2	81	10	21	115
ENST00000367895	EYA4	152	5	34	200
ENST00000342175	TTN	4122	352	1227	5778
ENST00000370494	UBE2NL	57	3	19	79
ENST00000370495	SLC25A28	35	2	12	50
ENST00000370493	SPANXN1	42	4	20	68
ENST00000370491	CCBL2	48	3	9	61
ENST00000343801	CCR5	110	8	58	177
ENST00000343800	SRPX	8	0	3	11
ENST00000457294	FAM219B	1	0	1	2
ENST00000296102	MRPL33	5	1	3	9
ENST00000241071	FBXO24	84	6	32	125
NM_006255	PRKCH	80	8	33	137
XM_291321.3	NHSL2	67	3	33	104
ENST00000421832	CTU1	14	0	6	21
ENST00000309106	MRGPRD	57	4	20	81
ENST00000274140	MARCH6	84	7	40	135
ENST00000309100	MAP3K11	68	7	33	110
ENST00000421836	SPOCK3	2	0	0	2
ENST00000318683	B3GNT3	60	0	22	82
ENST00000318682	EIF4E1B	30	1	8	42
ENST00000537145	EPN3	20	1	10	32
NM_012164.2	FBXW2	2	0	2	4
ENST00000437525	KCNK16	18	0	13	33
ENST00000528954	LPXN	22	1	13	37
ENST00000528956	WDR65	94	9	32	137
ENST00000330166	FAT4	1055	86	316	1465
ENST00000330165	RBM8A	21	1	2	24
ENST00000271532	FCRL4	103	8	38	157
ENST00000374321	SYT15	65	3	42	115
ENST00000374323	SYT15	0	0	3	3
ENST00000374325	SYT15	116	6	67	199
ENST00000340449	DOCK9	10	0	7	18
ENST00000398055	C12orf66	36	2	16	55
ENST00000393006	WDR33	11	1	3	17
ENST00000393007	ACPL2	13	3	14	30
ENST00000393004	FILIP1	80	6	29	115
ENST00000509479	MAML3	160	18	201	399
ENST00000398058	AGPAT3	37	0	18	56
ENST00000379329	PHACTR1	3	0	1	4
ENST00000379328	GATA3	89	98	34	239
ENST00000536360	ADAMTS6	4	1	4	11
ENST00000392750	PDCD10	20	7	12	43
ENST00000378494	CAMKMT	24	2	7	34
ENST00000378495	UNC13B	178	11	39	234
ENST00000326317	SGSH	36	1	13	50
ENST00000378491	NRSN1	30	1	16	47
ENST00000396239	MYH10	75	2	25	104
ENST00000374492	EDEM2	44	3	16	64
ENST00000374490	HMGCL	20	1	15	36
ENST00000374497	GALE	29	1	11	43
ENST00000398587	PCDHGA11	117	19	75	214
ENST00000398585	TMPRSS2	46	9	23	79
ENST00000369569	AP4B1	80	4	27	112
ENST00000458213	LDB3	18	2	14	34
ENST00000307616	C11orf40	33	10	4	50
ENST00000378142	GPR34	43	3	13	59
ENST00000378143	NMT2	17	2	4	23
ENST00000378149	PGA4	20	0	2	22
ENST00000233114	MDH1	34	2	9	47
ENST00000290390	ENSG00000159239	5	0	3	8
ENST00000290399	SIM2	38	3	30	75
ENST00000201647	EPS8L1	66	5	20	95
ENST00000538789	AUNIP	8	0	3	11
ENST00000194118	KIAA0141	50	6	21	79
ENST00000272847	PTH2R	101	12	31	148
ENST00000377673	C12orf24	13	6	4	23
ENST00000377671	ZNF133	76	9	18	104
ENST00000377670	HIF3A	85	8	40	138
ENST00000272849	NRP2	77	12	46	135
ENST00000588734	TK1	5	0	1	6
ENST00000288841	Q96K91	98	10	43	156
ENST00000288840	SMAD6	26	1	9	38
ENST00000395761	CXCL1	6	0	7	14
ENST00000395762	IL4R	93	9	31	135
ENST00000395769	MARCH8	27	7	9	45
ENST00000285949	CYP26C1	23	2	20	46
ENST00000285947	C5orf35	21	1	4	26
ENST00000370372	BLOC1S2	16	0	5	21
ENST00000370371	DIDO1	55	6	20	81
ENST00000370370	DPPA5	27	1	12	42
ENST00000370377	CD99L2	32	2	17	59
ENST00000370375	C1orf146	19	6	4	30
ENST00000370378	KIAA1107	58	12	11	81
ENST00000329331	SETD3	8	1	4	13
ENST00000347493	CLPTM1	55	9	32	100
ENST00000400460	AC007731	7	0	5	13
ENST00000376233	ZNF549	53	5	24	87
ENST00000322349	EEA1	107	16	26	157
ENST00000322348	GCNT4	46	7	10	63
ENST00000376236	APBB1IP	116	12	47	179
ENST00000400466	TAF4B	11	1	9	23
ENST00000376238	SLC28A3	75	8	19	113
ENST00000322344	PNKP	58	12	62	138
ENST00000322347	COX5A	13	0	1	14
ENST00000215582	C19orf21	75	3	33	112
ENST00000356853	NHEJ1	36	3	7	46
ENST00000322342	ZADH2	34	3	11	48
ENST00000321925	SLC14A1	71	3	17	91
ENST00000243563	SNRPA	27	4	9	44
ENST00000291041	PSKH1	39	3	14	56
ENST00000207726	MICA3	63	6	28	101
ENST00000541946	KIF6	10	0	7	17
ENST00000298198	PGM2L1	46	9	12	70
ENST00000294678	ODF2L	16	1	8	26
ENST00000294671	GBP7	61	11	26	100
ENST00000499676	TFDP2	3	0	0	3
ENST00000356588	TSGA13	36	4	13	57
ENST00000310132	MATK	63	7	25	102
NM_005056.1	KDM5A	169	20	36	233
ENST00000309926	GPR148	51	1	30	82
ENST00000309922	RG9MTD1	38	18	10	66
OTTHUMT00000057237.1	FXYD8	1	0	0	2
ENST00000394490	MT1X	3	0	0	5
ENST00000292633	O60384	2	0	0	3
ENST00000310682	SETD6	29	6	18	57
ENST00000371958	AMOT	32	3	9	45
ENST00000371959	AMOT	109	25	30	179
ENST00000394143	GPR112	542	36	178	763
ENST00000394140	NIT2	31	4	10	52
ENST00000371957	C9orf96	52	1	16	75
ENST00000371951	HTR2C	128	3	50	181
ENST00000394144	TBC1D23	46	16	18	87
ENST00000371953	PTEN	1566	1444	187	3929
ENST00000367469	SASH1	7	1	3	11
ENST00000367468	PTGS2	179	28	41	254
OTTHUMT00000058582.1	LOC286411	3	0	0	3
ENST00000367463	UST	41	2	16	60
ENST00000367462	FAM5C	384	31	111	534
ENST00000367460	RGS18	52	10	16	80
ENST00000367467	SASH1	113	13	62	196
ENST00000367466	PLA2G4A	119	11	37	173
ENST00000206451	PSME1	11	3	7	25
NM_005377.2	MYCL2	5	0	0	5
ENST00000390640	CCDC30	3	0	2	5
ENST00000390645	ARL4C	13	1	7	21
ENST00000390649	NLRP5	264	16	129	413
ENST00000204961	EFNB1	30	4	15	49
ENST00000327441	MIPOL1	55	7	14	82
ENST00000259407	BAAT	67	8	23	99
ENST00000317483	RAB23	17	2	10	29
ENST00000383817	CIDEC	2	0	2	4
ENST00000280467	SLC5A12	64	6	32	105
ENST00000259400	STX17	14	5	13	32
ENST00000357066	MOBKL2A	22	2	17	41
ENST00000372422	YIPF3	26	1	6	35
ENST00000357060	WDR96	197	19	45	272
ENST00000357061	C3orf46	4	0	1	7
ENST00000357063	LMO7	168	21	46	241
ENST00000372429	USP20	136	14	65	227
ENST00000357068	PRODH	56	4	18	81
ENST00000240719	ZNF549	69	7	24	105
NM_022372.2	MLST8	18	1	12	32
ENST00000409974_v68	C7orf71	3	1	4	9
ENST00000356486	Q8N2D2	0	0	0	1
ENST00000574154	GGT6	18	2	10	30
ENST00000246000	FAM182A	10	2	5	20
ENST00000574151	HCFC1R1	8	4	3	16
ENST00000246006	CD93	103	9	50	165
ENST00000367288	LMOD1	71	2	19	92
ENST00000367287	TIMM17A	19	3	2	24
ENST00000367282	GPR37L1	42	4	18	67
ENST00000369530	CSDE1	63	7	17	94
ENST00000369536	RARS2	67	3	16	89
ENST00000369535	NRAS	4144	9	31	4246
ENST00000369534	MPP1	59	4	11	78
ENST00000462775	RASAL2	96	16	27	143
NM_021998.2	ZNF711	140	10	24	175
ENST00000227135	SPA17	18	1	6	25
ENST00000596306	ENSG00000268657	2	7	1	10
ENST00000369287	C10orf118	69	11	20	103
ENST00000406925	C15orf63	7	2	3	17
ENST00000406921	ITSN2	96	19	27	149
ENST00000369288	CD160	14	2	3	19
ENST00000327430	SALL2	101	8	28	137
ENST00000423312	KIF26A	93	15	98	207
ENST00000423313	KIAA0040	13	0	2	15
ENST00000327435	ADI1	9	0	13	22
ENST00000423316	EEF1D	22	0	20	42
ENST00000399044	CDRT15L2	10	0	7	17
ENST00000284320	TOMM70A	53	17	17	91
ENST00000210313	PSMD5	30	7	15	53
ENST00000321105	TOP3A	78	13	39	133
ENST00000389039	DUOX2	166	11	75	257
ENST00000389032	STK38L	48	2	13	65
ENST00000389037	DUOX1	140	5	73	224
ENST00000257254	APLNR	75	6	36	117
ENST00000433368	CRISP3	22	2	10	36
ENST00000377024_v68	C9orf57	15	0	1	16
ENST00000351050	GNAT2	37	3	9	53
ENST00000433360	PPP1R9A	153	18	33	207
ENST00000356000	RTN3	23	10	5	40
ENST00000433363	SLC13A5	63	7	26	100
ENST00000358007	DDX47	33	4	13	52
ENST00000264431	RAPGEF2	171	23	34	234
NM_007332.1	TRPA1	244	25	75	368
ENST00000257789	ORC3	45	10	16	77
ENST00000257787	AKIRIN2	20	5	6	31
ENST00000320857	SSR4	13	2	3	19
OTTHUMT00000055590.1	ASMTL-AS1	6	0	2	9
ENST00000313565	ZNF821	31	2	7	41
NM_174930.2	PMS2P5	1	0	1	2
ENST00000324166	THNSL2	64	5	32	104
ENST00000312214	ENSG00000174028	1	0	0	1
ENST00000312216	MCTP1	47	8	25	83
ENST00000439660	CISD3	9	2	3	14
ENST00000293362	PSME3	15	4	5	24
ENST00000474275	PHC3	4	0	1	5
ENST00000238497	VPS4B	34	2	7	45
ENST00000403834	MED23	26	2	16	46
ENST00000396175	TRAK1	87	8	43	139
ENST00000356056	MYO9A	236	22	49	315
ENST00000546474	BRF1	52	4	26	90
ENST00000251363	LASS4	36	2	22	62
ENST00000269299	ASGR1	17	2	12	32
ENST00000252115	POLDIP3	35	7	15	59
ENST00000345728	URP2	56	1	30	87
ENST00000357847	AIG1	24	3	8	36
ENST00000352831	PDE4A	61	5	32	100
ENST00000052754	DCN	70	9	19	101
ENST00000383729	P4HTM	46	2	17	66
ENST00000345724	MALT1	9	0	3	12
ENST00000357849	COPS5	32	2	9	45
ENST00000254250	THAP1	17	2	4	23
ENST00000295955	RPL9	21	0	6	27
ENST00000345093	RNF41	27	4	9	40
ENST00000345096	TBC1D28	16	0	8	24
ENST00000345097	FOXN3	41	1	12	57
ENST00000314117	RELL1	21	1	15	38
ENST00000295958	C4orf34	7	0	1	8
ENST00000314118	PIGX	19	0	5	24
ENST00000354570	MAP7	92	10	18	121
ENST00000354577	CRSP3	90	28	33	161
ENST00000354576	C6orf12	3	0	5	8
ENST00000338272	TMEM167B	13	0	2	16
ENST00000262039	PIK3C3	113	10	23	174
ENST00000262030	ATP5B	52	4	23	82
ENST00000262031	RBMS2	31	1	6	41
ENST00000262032	IKZF4	105	4	21	130
ENST00000262033	PTGES3	10	0	2	12
ENST00000429839	TMEM232	24	9	8	42
ENST00000429837	DMKN	7	0	3	12
